ID,Last Contact,City State,Location,Sex,Missing Age From,Missing Age To,Current Age From,Current Age To,Ethnicity,Height,Weight,Hair Color,Left Eye Color,Right Eye Color,Clothing,Physical Features
MP2355,1994-06-24,"Saraland, Alabama","(30.820742, -88.07055559999999)",Male,20,20,50,50,White / Caucasian,63.0,115.0,Black,Hazel,Hazel,,Tattoo: Tattoo on left shoulder-MIKEY
MP4490,2000-11-06,"Mobile, Alabama","(30.6953657, -88.0398912)",Female,27,27,51,51,White / Caucasian,63.0,95.0,Brown,Hazel,Hazel,Pink sweatpants,"Piercing: Pierced ears
Tattoo: Tattoo on her right
ankle of the letters ""RS""."
MP4798,1991-09-11,"Jasper, Alabama","(33.8312185, -87.2775053)",Female,25,25,58,58,White / Caucasian,65.0,135.0,Brown,Blue,Blue,,
MP8046,1994-06-07,"Sylacauga, Alabama","(33.1731716, -86.2516406)",Male,80,80,111,111,Black / African American,65.0,128.0,Black,Brown,Brown,"CARRYING A PICKAND A SACK
Morris was believed to have been wearing faded blue overalls, a plaid shirt, and a white ball cap.

LSW BLU 0VERALLS,B00TS,BALL CAP W CNB 0N FR0NT
wading boots",
MP7380,2009-04-08,"Selma, Alabama","(32.4073589, -87.02110069999999)",Male,29,29,44,44,Black / African American,65.0,155.0,Black,Brown,Brown,"White shirt, green lucky charms pajamas
black and gray airforces","Scar/mark: Scar on right hand and back
Tattoo: Name on left forearm,  S.M.R. tattoo for his mother and his childrens names.  tattoo barbwire around neck. Lil Hoop tattoo on left arm."
MP4774,2003-03-29,"Enterprise, Alabama","(31.3151708, -85.85521609999999)",Female,43,43,64,64,White / Caucasian,65.0,115.0,Brown,Blue,Blue,"Black leather jacket, blue jeans, and a
black or red blouse.
black boots","Piercing: Pierced ears
Scar/mark: Four to five inch scar on right 
elbow; scar above left eyebrow"
MP4599,2007-06-21,"Section, Alabama","(34.5789747, -85.986644)",Female,11,11,28,28,White / Caucasian,62.0,110.0,Blond/Strawberry,Brown,Brown,,
MP4783,1992-12-03,"Montgomery, Alabama","(32.3792233, -86.3077368)",Male,36,36,68,68,Hispanic / Latino,69.0,170.0,Brown,Brown,Brown,"Last seen wearing blue Air force uniform.
contact lenses",Scar/mark: 3.5 cm scar on chin
MP4656,2006-06-10,"Auburn, Alabama","(32.4796915, -85.49941919999999)",Female,24,24,43,43,White / Caucasian,67.0,160.0,Blond/Strawberry,Blue,Blue,,
MP5208,2007-10-17,"Grand Bay, Alabama","(30.4763084, -88.3422303)",Male,28,28,45,45,White / Caucasian,72.0,175.0,Brown,Brown,Brown,,"Tattoo: Michael has numerous tattoos: 
""Boyette"" tattooed across chest
Right forearm: face of a demon
Each wrist has tattoo of child: Alexis and Aaron (not known which name on which wrist
Top left arm: Skull with flames
unknown tattoos on back of leg calves"
MP4486,1998-11-03,"Cleveland, Alabama","(33.9909316, -86.5774905)",Male,31,31,57,57,White / Caucasian,73.0,180.0,Blond/Strawberry,Blue,Blue,,
MP4598,2007-06-21,"Scottsboro, Alabama","(34.6723069, -86.03414629999999)",Female,36,36,54,54,White / Caucasian,69.0,270.0,Brown,Brown,Brown,,
MP5211,2009-01-21,"Leeds, Alabama","(33.5481597, -86.54442879999999)",Female,32,32,48,48,White / Caucasian,71.0,125.0,Blond/Strawberry,Blue,Blue,,Tattoo: Tattoo on left chest
MP17200,2012-05-31,"Mobile, Alabama","(30.5960565, -88.19741479999999)",Female,19,19,32,32,White / Caucasian,63.0,105.0,Brown,Blue,Blue,,"Piercing: Pierced lip
Tattoo: Left leg ""Payton"" surrounded by butterflies"
MP18851,2012-10-27,"Eufaula, Alabama","(31.8912717, -85.1454876)",Female,35,35,47,47,White / Caucasian,63.0,140.0,Red/Auburn,Hazel,Hazel,,"Piercing: ears
Scar/mark: Mole on top of right foot
Tattoo: upper left arm, tattoo of dolphin
Other distinctive physical characteristic: crooked tooth when she smiles"
MP15025,2009-06-18,"Jasper, Alabama","(33.8312185, -87.2775053)",Male,25,25,40,40,White / Caucasian,75.0,180.0,Brown,Brown,Brown,,
MP23335,2013-12-18,"Dothan, Alabama","(31.2483723, -85.37562489999999)",Male,25,25,36,36,White / Caucasian,72.0,175.0,Brown,Blue,Blue,,"Tattoo: Tattoo: across back ""CHAPMAN"", across chest ""SAYLOR GRACE"", side ""MARY KATHERINE"""
MP24937,2013-12-01,"Centre, Alabama","(34.1520406, -85.67885310000001)",Male,72,72,83,83,White / Caucasian,74.0,195.0,Gray or Partially Gray,Gray,Gray,Blue Hooded Jacket,Tattoo: Right forearm
MP30886,2015-01-10,"Phenix City, Alabama","(32.4709761, -85.0007653)",Male,22,22,32,32,White / Caucasian,69.0,170.0,Brown,Brown,Brown,"Jeans,white tshirt,and a chicago bulls red and black jacket
Black nikes
Cross necklace and diamond cz earrings","Piercing: Both ears
Tattoo: Tear drop underneath left eye,cross under right eye,tattoo's on both arms,chest,tro on across stomach,one on neck,etc.."
MP27754,2012-12-20,"Montgomery, Alabama","(32.3792233, -86.3077368)",Male,69,69,81,81,Black / African American,66.0,160.0,Gray or Partially Gray,Brown,Brown,Blue jeans & dark blue jacket http://www.wtvm.com/story/20418517/2012/12/24/authorities-need-your-help-finding-missing-man-last-seen-near-auburn,
MP30862,2013-11-13,"Bessemer, Alabama","(33.4017766, -86.954437)",Male,42,42,53,53,White / Caucasian,72.0,130.0,Red/Auburn,Blue,Blue,"wearing a dark shirt, blue jeans, a black toboggan and a plaid, ""lumber jack"" type jacket","Tattoo: TAT NECK AKA JAY WILL HAVE TAT00 0F STAR 0N BACK 0F NECK, TAT00 0F STAR 0N LEFT LEG"
MP35547,2016-09-17,"Florence, Alabama","(34.79981, -87.677251)",Male,51,51,59,59,White / Caucasian,74.0,240.0,Gray or Partially Gray,Blue,Blue,"wrangler blue jeans and green wrangler shirt
brown cowboy boots","Deformity: fused cervical vertebrae
walks with a limp
Scar/mark: scars from surgery and ostomy"
MP34942,2015-12-25,"Calera, Alabama","(33.1028965, -86.7535975)",Female,37,37,46,46,White / Caucasian,67.0,131.0,Brown,Blue,Blue,,
MP23660,2009-04-25,"Oakman, Alabama","(33.7134432, -87.3886157)",Male,45,45,60,60,White / Caucasian,68.0,240.0,Gray or Partially Gray,Brown,Brown,,
MP24085,2011-02-04,"Sylacauga, Alabama","(33.1731716, -86.2516406)",Male,32,32,46,46,Black / African American,71.0,189.0,Black,Brown,Brown,Black jacket and blue jeans.,
MP54639,2015-01-01,"Gadsden, Alabama","(34.014264, -86.0066386)",Male,90,90,100,100,White / Caucasian,72.0,195.0,Gray or Partially Gray,Blue,Blue,,
MP52935,2018-09-27,"Marion Junction, Alabama","(32.4378779, -87.23796610000001)",Male,86,86,92,92,Black / African American,73.0,140.0,Gray or Partially Gray,Brown,Brown,"Grey Hat
Blue Jeans
Plaid Shirt",
MP55875,2017-05-06,"Montevallo, Alabama","(33.1006746, -86.86415579999999)",Male,39,39,47,47,White / Caucasian,69.0,175.0,Brown,Hazel,Hazel,,
MP50583,2018-03-06,"Empire, Alabama","(33.8084373, -87.0105552)",Female,26,26,33,33,White / Caucasian,63.0,105.0,Brown,Brown,Brown,"Navy shirt, blue jeans",Tattoo: .She has a tattoo that says sister inside her arm. She has Brandon across her stomach she has a really large tattoo on her side for her daughter Natalie that passed away it also has a handprint. She has SD on her wrist and a black mark on her ring finger.
MP61431,1989-12-05,"Fairhope, Alabama","(30.5229719, -87.9033261)",Female,88,88,122,123,White / Caucasian,63.0,125.0,Brown,Brown,Brown,,
MP53786,2006-06-19,"Theodore, Alabama","(30.5476941, -88.1752796)",Male,63,63,82,82,White / Caucasian,69.0,100.0,Gray or Partially Gray,Brown,Brown,,
MP67978,2020-01-08,"Tallassee, Alabama","(32.5359683, -85.8932923)",Female,65,65,70,70,Black / African American,63.0,170.0,Gray or Partially Gray,Brown,Brown,,
MP64193,1981-08-20,"Montevallo, Alabama","(33.1006746, -86.86415579999999)",Female,33,33,77,77,White / Caucasian,63.0,130.0,Blond/Strawberry,Green,Green,,
MP69015,1980-12-07,"Northport, Alabama","(33.2300079, -87.5939487)",Female,38,38,82,82,White / Caucasian,66.0,150.0,Brown,Blue,Blue,,
MP98018,2021-02-10,"Huntsville, Alabama","(34.7364493, -86.5501654)",Male,28,28,32,32,White / Caucasian,68.0,165.0,Brown,Brown,Brown,,
MP91894,1988-11-15,"Mobile, Alabama","(30.620114, -88.2753144)",Male,46,46,82,82,White / Caucasian,69.0,150.0,Brown,,,,
MP86044,1981-01-01,"Birmingham, Alabama","(33.5185892, -86.8103567)",Female,18,18,62,62,White / Caucasian,64.0,120.0,,,,,
MP85426,2021-07-19,"Bessemer, Alabama","(33.4017766, -86.954437)",Female,36,36,39,39,Black / African American,65.0,140.0,Black,Brown,Brown,"Black leggings
Flip flops",
MP90382,2022-02-20,"Morris, Alabama","(33.7481576, -86.8086048)",Male,38,38,41,41,White / Caucasian,72.0,175.0,Brown,Brown,Brown,,
MP103373,2022-09-12,"Tarrant, Alabama","(33.586822, -86.7718017)",Female,16,16,18,18,Hispanic / Latino,60.0,120.0,Black,Brown,Brown,,
MP84188,2016-05-13,"Bremen, Alabama","(33.9943281, -86.96921359999999)",Female,32,32,41,41,White / Caucasian,67.0,150.0,Blond/Strawberry,Blue,Blue,"blue jeans, pink color shirt with hood",
MP83849,2016-03-24,"Jemison, Alabama","(32.9598451, -86.7466522)",Male,41,41,49,49,White / Caucasian,68.0,178.0,Brown,Blue,Blue,,"Tattoo: Tattoo right shoulder; skull tattoo on back right shoulder
 Peace sign back of shoulder
Tattoo right upper arm ""Heart of Dixie""
Tattoo right inner arm ""skull""
Scar left knee surgery - gunshot wound
Scar left foot from surgery - gunshot wound
Tattoo left shoulder"
MP101303,2022-06-09,"Tuskegee, Alabama","(32.430237, -85.7077266)",Female,14,14,16,16,White / Caucasian,64.0,125.0,Blond/Strawberry,,,,
MP104152,2023-03-23,"Flomaton, Alabama","(31.000182, -87.260807)",Female,33,33,34,34,White / Caucasian,69.0,160.0,Brown,Green,Green,,
MP85928,2021-02-15,"Reform, Alabama","(33.378451, -88.01530079999999)",Male,31,31,34,34,White / Caucasian,66.0,175.0,Brown,Brown,Brown,,
MP84486,2021-07-01,"Moulton, Alabama","(34.4812062, -87.29335329999999)",Male,37,37,40,40,White / Caucasian,61.0,115.0,Blond/Strawberry,Blue,Blue,,
MP87547,2021-12-12,"Wetumpka, Alabama","(32.5437448, -86.2119127)",Male,68,68,70,71,White / Caucasian,69.0,185.0,White,Blue,Blue,,Tattoo: rose tattoo on inner left calf
MP86938,2017-09-15,"Gadsden, Alabama","(34.0772493, -86.00195149999999)",Female,29,29,36,36,Black / African American,66.0,145.0,Black,Brown,Brown,,
MP87659,2018-04-22,"Ensley, Alabama","(33.5116331, -86.8965344)",Female,31,31,38,38,White / Caucasian,66.0,198.0,Brown,Brown,Brown,,"Piercing: Her ears and tongue are pierced.
Tattoo: Collins has numerous tattoos, including stars on her collarbone and the front of her shoulder, the name ""Antonio"" on her left forearm, a lily on her wrist, cherries on her buttocks, a rose on her calf, a tattoo on her upper arm, and tattoos on both sides of her neck."
MP108650,2023-09-18,"Birmingham, Alabama","(33.586822, -86.7718017)",Female,16,16,17,17,Black / African American,65.0,160.0,Brown,Brown,Brown,,
MP2383,1990-02-14,"Fairbanks, Alaska","(64.8377778, -147.7163888)",Female,25,25,60,60,White / Caucasian,67.0,130.0,Blond/Strawberry,Green,Green,"Blue Jeans
Casual shirt",
MP2938,1995-07-01,"Girdwood, Alaska","(60.95432469999999, -149.1598983)",Female,24,24,53,53,White / Caucasian,71.0,145.0,Brown,Hazel,Hazel,"Black leather jacket
White and black stripe shirt
Black bra
Black jeans
Possibly wearing bright blue sunglasses
Brown mountain boots","Tattoo: Large blue flower on chest
Buttocks (unknown)"
MP11012,1977-09-11,"Palmer, Alaska","(61.599415, -149.1146334)",Female,37,37,84,84,American Indian / Alaska Native,65.0,160.0,Black,Brown,Brown,"Carrying .357 magnum revolver in western holster
Cold weather gear
Jeans or blue cords
Wool jacket
Leather chaps with diamonds
Black and red checker shirt
Boots
Heavy socks
Gold wedding band on left ring finger",
MP5865,1989-04-25,"Willow, Alaska","(61.7364699, -150.0401619)",Male,8,8,43,43,White / Caucasian,48.0,60.0,Blond/Strawberry,Blue,Blue,"Red nylon ski jacket with black waistband, black stripes on arms and gray inside lining
Green toughskin jeans w/ patches on knees
Green plaid flannel shirt w/ blue Hawaiian shirt underneath
White Sears brand underwear
Sorrell boots, size 2","Scar/mark: Small scar under right eye
Scar above left eye
Other distinctive physical characteristic: Front teeth protrude slightly"
MP6050,1978-09-05,"Sterling, Alaska","(60.53722219999999, -150.7647222)",Male,13,13,59,59,White / Caucasian,59.0,74.0,Brown,Blue,Blue,"Known to carry rock in jacket pocket
Possibly carrying buck folding knife
White polo shirt with blue stripe and red piping
Blue jeans
Brown nylon suede sneakers",
MP19772,1998-03-18,"Anchorage, Alaska","(61.2180556, -149.9002778)",Female,31,31,57,57,White / Caucasian,69.0,130.0,Sandy,Blue,Blue,"Waist coat
Blue and green sweater
Blue levis
European hiking boots",
MP17218,2012-07-07,"Past Girdwood Alaska Mile 64, Alaska","(60.95432469999999, -149.1598983)",Female,43,43,56,56,American Indian / Alaska Native,65.0,120.0,Black,Brown,Brown,"Sunglasses
Black DKNY hood sweatshirt (found)
Blue sweatpants
Light green t-shirt (found)
Black calf height boots","Piercing: Pierced ears
Scar/mark: Scar on abdomen"
MP16958,1975-07-05,"Seward, Alaska","(60.10416669999999, -149.4422222)",Female,22,22,72,72,White / Caucasian,65.0,130.0,Red/Auburn,Blue,Blue,"Military hand or shoulder bag
Gray pullover sweater
Purple/Orange/Yellow Army shirt-like jkt with pin stripes around sleeves/collar/bottom
Blue jeans
Rose colored glasses
Brown leather boots ""Tuffys"" (rip up back side of one)","Other distinctive physical characteristic: Freckles on face
Other distinctive physical characteristic: Cap on one front tooth (unknown which, chipped in accident)"
MP21140,2008-10-22,"Aleutian Islands, Alaska","(54.46224280000001, -164.5839174)",Male,30,30,46,46,White / Caucasian,66.0,160.0,Brown,Brown,Brown,Orange survival suit,"Scar/mark: Scar left arm
Scar left elbow
Tattoo: Left and right shoulder"
MP24429,1978-08-05,"Whittier, Alaska","(60.77305560000001, -148.6838888)",Male,24,24,70,70,White / Caucasian,76.0,180.0,Blond/Strawberry,Blue,Blue,"Green hooded nylon parka/rain jacket (found torn)
Eyeglasses
Snow shoes",
MP24130,2012-10-10,"Anchorage, Alaska","(61.2180556, -149.9002778)",Female,32,32,45,45,American Indian / Alaska Native,59.0,120.0,Black,Brown,Brown,"Black jacket
Gray hoodie
Dark pants",Piercing: Ears
MP26377,2003-05-07,"Fairbanks, Alaska","(64.8377778, -147.7163888)",Female,32,32,53,53,American Indian / Alaska Native,69.0,140.0,Brown,Brown,Brown,,
MP26641,2009-05-19,"Mt. McKinley, Alaska","(63.06916889999999, -151.0069842)",Male,41,41,56,56,White / Caucasian,70.0,155.0,Red/Auburn,Hazel,Hazel,"Grey daypack
Voelkl skis (orange on top w/ white basis)
Two ski poles
Red down jacket
Black pants
Orange ski boots",Tattoo: Left shoulder
MP26417,1988-07-10,"Anchorage, Alaska","(61.2180556, -149.9002778)",Female,33,33,70,70,,66.0,128.0,Black,Brown,Brown,"Black purse
""California Raisins"" t-shirt
Slacks/Tapered jeans
Possibly wearing light blue knit blouse
Black tennis shoes",Scar/mark: Reddish birthmark on right buttock
MP26462,1998-11-21,"Fairbanks, Alaska","(64.8377778, -147.7163888)",Female,37,37,63,63,White / Caucasian,65.0,150.0,Brown,Hazel,Hazel,"Dark blue jacket with the name and logo of ""Sports Medicine Clinic""
Dark blue slacks",
MP26411,2011-07-15,"Anderson, Alaska","(64.34361, -149.1896671)",Male,43,43,57,57,White / Caucasian,69.0,140.0,Brown,Brown,Brown,Unknown description,
MP28985,1973-09-16,"Anchorage, Alaska","(61.2180556, -149.9002778)",Male,32,32,83,83,White / Caucasian,69.0,170.0,Brown,Blue,Blue,"Possibly wearing light gray sweater
Blue jeans",Amputation: Right index finger only to first knuckle
MP29139,1973-09-03,"Homer, Alaska","(59.64250000000001, -151.5483333)",Male,36,36,87,87,White / Caucasian,73.0,185.0,Brown,Blue,Blue,"Small size cutters insect repellant
Model 70 Winchester
264 mag rifle
Cigarette lighter
15-20 extra shells
Red bandana (found)",
MP29142,1973-08-09,"Halibut Cove, Alaska","(59.59499999999999, -151.225)",Male,15,15,66,66,White / Caucasian,65.0,130.0,Brown,Brown,Brown,"Levis jacket
Jeans
Tennis shoes/sneakers",
MP26466,2009-06-15,"Northway, Alaska","(62.96166669999999, -141.9372223)",Male,60,60,75,75,White / Caucasian,68.0,170.0,Gray or Partially Gray,Blue,Blue,"Possibly last seen wearing light colored cowboy hat
Possibly last seen wearing coat","Scar/mark: Scar left and right arm
Scar left elbow
Scar forehead
Scar left and right hand
Scar head 
Scar eye (unknown)
Scar right hip
Scar buttock
Scar left forearm
Scar hip (unknown)"
MP30185,1997-01-20,"Anchorage, Alaska","(61.2180556, -149.9002778)",Male,42,42,70,70,White / Caucasian,67.0,175.0,Brown,Blue,Blue,,"Scar/mark: Red birth mark on right cheek
Scar/mark: Scar on right arm
Tattoo: Tattoo left arm"
MP34750,2009-08-10,"Juneau, Alaska","(58.3019444, -134.4197221)",Male,47,47,63,63,White / Caucasian,66.0,155.0,Blond/Strawberry,Green,Green,,
MP36486,1981-11-20,"Seward, Alaska","(60.10416669999999, -149.4422222)",Female,21,21,65,65,White / Caucasian,64.0,170.0,Blond/Strawberry,Blue,Blue,,
MP34156,2015-09-22,"Anchorage, Alaska","(61.2180556, -149.9002778)",Male,38,38,47,47,White / Caucasian,68.0,170.0,Brown,Blue,Blue,"Black fleece jacket
Gray t-shirt
Blue jeans",
MP66602,1981-07-05,"Soldotna, Alaska","(60.4877778, -151.0583332)",Male,81,81,124,124,Asian,63.0,140.0,Black,Brown,Brown,"White/Orange ball cap/hat
Olive green chest waders
Sage green Air Force parka",
MP66637,1991-05-16,"Haines, Alaska","(59.2358333, -135.445)",Male,55,55,89,89,White / Caucasian,66.0,145.0,Brown,Gray,Gray,"White overalls
Yellow jacket",
MP66832,1988-04-10,"Juneau, Alaska","(58.3019444, -134.4197221)",Male,39,39,76,76,White / Caucasian,74.0,170.0,Brown,Green,Green,,
MP66824,1991-02-10,"Dillingham, Alaska","(59.03972219999999, -158.4575)",Male,38,38,72,72,White / Caucasian,72.0,170.0,Brown,Brown,Brown,,"Scar/mark: Scar left calf (birth mark)
Scar across nose
Scar/mark: Mole tip of nose"
MP67002,1996-12-12,"Prince of Wales, Alaska","(55.3242244, -132.6044581)",Male,30,30,58,58,White / Caucasian,76.0,190.0,Brown,Green,Green,Half zipped orange survival suit,
MP66991,1985-03-25,"Juneau, Alaska","(58.3019444, -134.4197221)",Male,49,49,88,88,White / Caucasian,72.0,190.0,Brown,Blue,Blue,"Dark black polyester slacks
White dress shirt
Light maroon windbreaker
Brown wing tip shoes",
MP67058,1991-02-14,"Ketchikan, Alaska","(55.34222219999999, -131.6461112)",Male,52,52,86,86,White / Caucasian,74.0,200.0,Brown,Blue,Blue,"Dark or green nylon windbreaker
Blue jeans",
MP63888,1966-08-20,"Anchorage, Alaska","(61.2180556, -149.9002778)",Male,41,41,99,99,White / Caucasian,70.0,180.0,Sandy,Brown,Brown,,Deformity: Has one eye
MP67119,1987-06-27,"Iliamna, Alaska","(59.5631991, -155.1538992)",Male,54,54,91,91,White / Caucasian,68.0,250.0,Black,Brown,Brown,,
MP67097,1981-07-18,"Juneau, Alaska","(58.3019444, -134.4197221)",Male,23,23,66,66,,76.0,220.0,Brown,Blue,Blue,,
MP67095,1986-04-11,"Kodiak, Alaska","(57.79000000000001, -152.4072221)",Male,40,40,79,79,White / Caucasian,74.0,220.0,Brown,Green,Green,"Jeans
Sweatshirt
Florescent orange rain gear
Hip boots",Scar/mark: Scar abdomen
MP67286,1997-02-14,"Ketchikan, Alaska","(55.34222219999999, -131.6461112)",Male,47,47,75,75,White / Caucasian,70.0,168.0,Brown,Blue,Blue,,
MP66972,1996-05-28,"Ketchikan, Alaska","(55.34222219999999, -131.6461112)",Male,38,38,66,66,White / Caucasian,74.0,185.0,Brown,Brown,Brown,"Brown hat with wording on the front
Blue jeans
Cotton shirt
Lime green Helly Hansen rain gear
Gold wedding band",Scar/mark: Scar on right eye
MP66724,1990-03-22,"Dutch Harbor, Alaska","(53.8945552, -166.5400929)",Male,19,19,54,54,,74.0,153.0,Brown,Brown,Brown,,
MP66815,1981-07-18,"Juneau, Alaska","(58.3019444, -134.4197221)",Male,26,26,69,69,,71.0,170.0,Brown,Blue,Blue,,
MP66799,2000-08-22,"Pelican Island, Alaska","(57.9608333, -136.2275)",Male,64,64,88,88,White / Caucasian,70.0,170.0,,Blue,Blue,"Wool flannel shirt
Blue jeans
Possibly carhartts
Green rain gear",
MP66781,1980-01-10,"Prince of Wales, Alaska","(55.3242244, -132.6044581)",Male,21,21,66,66,White / Caucasian,68.0,170.0,Blond/Strawberry,Blue,Blue,"Blue pack with sleeping bag and canvas tarp
Tan wool hat
Tan wool gloves
Grey wool clothing
Brown boots",
MP66622,1985-06-28,"Kodiak, Alaska","(57.79000000000001, -152.4072221)",Male,15,15,54,54,White / Caucasian,67.0,140.0,Brown,Brown,Brown,"Blue coveralls
Blue vest
Blue jeans
Brown jacket with sleeves cut off to look like a vest
Brown deck slippers",
MP66503,2016-07-08,"Anchorage, Alaska","(61.2180556, -149.9002778)",Female,22,22,30,30,Black / African American,66.0,100.0,Black,Brown,Brown,"Glasses
Black choker necklace",
MP66488,1974-07-18,"Soldotna, Alaska","(60.4877778, -151.0583332)",Male,9,9,59,59,White / Caucasian,50.0,75.0,Brown,Brown,Brown,Wearing personal flotation device,
MP66878,1997-10-03,"Soldotna, Alaska","(60.4877778, -151.0583332)",Male,67,67,94,94,White / Caucasian,71.0,178.0,Gray or Partially Gray,Brown,Brown,Chest waders later found attached to plane's tail,
MP66903,1988-04-19,"Juneau, Alaska","(58.3019444, -134.4197221)",Male,26,26,63,63,White / Caucasian,71.0,180.0,Brown,Blue,Blue,"Blue jeans
Brown pullover sweater",
MP66971,1998-10-11,"Kodiak, Alaska","(57.79000000000001, -152.4072221)",Male,23,23,49,49,White / Caucasian,74.0,185.0,Brown,Brown,Brown,"Orange gloves
Orange rain pants
Black hooded pullover sweatshirt with ""Alaska Ship Supply"" on it
Brown XTRATUF boots",
MP67003,2000-05-31,"Glennallen, Alaska","(62.1081204, -145.5340116)",Male,38,38,63,63,White / Caucasian,76.0,190.0,Brown,Hazel,Hazel,,
MP67034,1985-02-14,"Kodiak, Alaska","(57.79000000000001, -152.4072221)",Male,18,18,58,58,White / Caucasian,68.0,200.0,Brown,Blue,Blue,,
MP67113,2003-07-13,"Juneau, Alaska","(58.3019444, -134.4197221)",Male,24,24,46,46,White / Caucasian,74.0,235.0,Black,Brown,Brown,,Tattoo: Chest
MP462,1999-03-17,"Phoenix, Arizona","(33.4483771, -112.0740373)",Male,38,38,63,63,Hispanic / Latino,66.0,260.0,Brown,Brown,Brown,"Long sleeve button down beige shirt with a collar, khaki pants
size 9 black athletic shoes","Scar/mark: pen point size mark on right eyelid, two pink oval shaped burn marks the size of silver dollars on both wrists."
MP1377,2008-02-15,"Snowflake, Arizona","(34.5133698, -110.0784491)",Male,51,51,67,67,White / Caucasian,68.0,165.0,Brown,Blue,Blue,"black leather cap, always carries a black fanny pack
Jeans, black leather jacket
Silver-rimmed glasses",
MP1094,1977-09-04,"Phoenix, Arizona","(33.4483771, -112.0740373)",Female,31,31,78,78,White / Caucasian,63.0,170.0,Brown,Hazel,Hazel,"Long blue print dress with a white long sleeve blouse with blue trim around the arms and neck worn under the dress, unknown colored shoes.
Unk. colored shoes",
MP436,2000-07-18,"Phoenix, Arizona","(33.4483771, -112.0740373)",Female,34,34,58,58,White / Caucasian,61.0,82.0,Blond/Strawberry,Hazel,Hazel,"Glasses (description not available)
Silver pinky ring.","Piercing: Ears.
Scar/mark: Scar under chin, deep scar on right leg just under the knee; C-section scar"
MP1113,1983-11-09,"Phoenix, Arizona","(33.4483771, -112.0740373)",Male,29,29,70,70,White / Caucasian,67.0,160.0,Sandy,Blue,Blue,"Brown corduroy pants, blue and white athletic shoes, brown windbreaker jacket.
Possibly wire framed glasses
White athletic shoes",
MP1122,1993-06-29,"Phoenix, Arizona","(33.4483771, -112.0740373)",Female,70,70,102,102,White / Caucasian,61.0,100.0,Gray or Partially Gray,Blue,Blue,,
MP10962,1990-05-09,"Flagstaff, Arizona","(35.1982836, -111.651302)",Male,72,72,107,107,White / Caucasian,71.0,175.0,Gray or Partially Gray,Gray,Gray,"- plaid flannel shirt
- Levi jeans",
MP8008,2007-11-15,"Tucson, Arizona","(32.2479302, -110.9208593)",Female,62,62,79,79,Black / African American,61.0,160.0,Black,Brown,Brown,black dress with red flower print,
MP8304,2010-06-26,"Forest Lakes, Arizona","(34.3421707, -110.8119498)",Male,32,32,47,47,White / Caucasian,59.0,115.0,Brown,Brown,Brown,"None
Most likely work boots, or black skate tennis shoes.
None","Artificial body part/aid: Plastic eye implant on a piece of coral. Rods and pins in his pelvis.
Deformity: Right Eye is smaller than the left, and is fake.  Very little eye lashes. Eye does not move.
Piercing: One Nipple.
Scar/mark: Had surgery for pelvis injury. 2 large scars in front just below the stomach.
Tattoo: Tattoos, on his arms an Alien on one and a joker on the other.. a little old man smoking a pipe under a mushroom. On the back of his shoulders there was a VW man and on the other a VW women.
Other distinctive physical characteristic: Scoliosis.. one extra rib bone."
MP8116,2000-08-31,"Tuscon, Arizona","(32.2226066, -110.9747108)",Male,10,10,34,34,White / Caucasian,60.0,100.0,Brown,Blue,Blue,,
MP500,2005-07-08,"Wellton, Arizona","(32.6728256, -114.1468821)",Male,35,35,54,54,White / Caucasian,67.0,180.0,Brown,Brown,Brown,"Green T-shirt, blue ""Levi's 501"" jeans
white athletic shoes (size 8-9).","Scar/mark: mole on right cheek under eye, several moles on his back, scar under lower lip on left side, scar on upper right leg, scar on lower right arm
Tattoo: Tattoo of the ""Harley Davidson"" emblem on upper right arm in black ink, tattoo of a ""heart"" on upper middle left arm"
MP433,2003-07-27,"Phoenix, Arizona","(33.4483771, -112.0740373)",Male,22,22,44,44,White / Caucasian,68.0,160.0,Brown,Brown,Brown,"No shirt, blue jeans","Tattoo: Tattoo of the word ""hostile"" on back of neck, tattoo of red and blue ""bones"" on back"
MP3222,1997-10-23,"Arivaca, Arizona","(31.5773351, -111.3314522)",Male,41,41,68,68,White / Caucasian,69.0,160.0,Brown,Brown,Brown,,"Tattoo: numerous tattoos on both arms, including one of a snake"
MP3917,1992-05-26,"Phoenix, Arizona","(33.4483771, -112.0740373)",Female,13,13,45,45,White / Caucasian,57.0,75.0,Blond/Strawberry,Blue,Blue,"She was wearing a green T-shirt, a denim skirt, and white and pink ""Pro King"" brand high-top tennis shoes.
pink and yellow prescription glasses
white and pink ""Pro King"" brand high-top tennis shoes - size 6","Piercing: pierced ears
Scar/mark: She has a scar on her cheek and upper left knee."
MP3866,2004-06-01,"Topawa Village, Arizona","(31.8139326, -111.8260138)",Female,59,59,80,80,Hispanic / Latino,62.0,140.0,Brown,Brown,Brown,,"Scar/mark: Scar on back of right hand, mole on left breast."
MP3923,2008-02-06,"Phoenix, Arizona","(33.4483771, -112.0740373)",Female,48,48,65,65,Asian,65.0,120.0,Black,Brown,Brown,Wears glasses,
MP3925,1992-05-03,"Phoenix, Arizona","(33.4483771, -112.0740373)",Male,37,37,69,69,Hispanic / Latino,67.0,135.0,Black,Brown,Brown,,"Deformity: a bump on the top of his shoulder (possibly his right side) from a previous fracture
Scar/mark: scar across right knee, scar on heel (unknown which one), scar on the upper bridge of his nose (between his eyes)."
